"","Industry","AgeRange","Gender","Year","NLT_Claims","LT_Claims"
"2896","Services","50-54","Female","X2017",1355,807
"2897","Services","50-54","Female","X2018",1266,825
"2898","Services","50-54","Female","X2019",1213,758
"2899","Services","50-54","Male","X2011",1115,682
"2900","Services","50-54","Male","X2012",1207,666
"2901","Services","50-54","Male","X2013",1166,655
"2902","Services","50-54","Male","X2014",1241,649
"2903","Services","50-54","Male","X2015",1195,627
"2904","Services","50-54","Male","X2016",1127,709
"2905","Services","50-54","Male","X2017",1171,660
"2906","Services","50-54","Male","X2018",1124,700
"2907","Services","50-54","Male","X2019",1121,645
"2908","Services","55-59","Female","X2011",908,585
"2909","Services","55-59","Female","X2012",974,565
"2910","Services","55-59","Female","X2013",1004,532
"2911","Services","55-59","Female","X2014",1044,544
"2912","Services","55-59","Female","X2015",1013,555
"2913","Services","55-59","Female","X2016",1124,652
"2914","Services","55-59","Female","X2017",1189,651
"2915","Services","55-59","Female","X2018",1237,748
"2916","Services","55-59","Female","X2019",1246,755
"2917","Services","55-59","Male","X2011",765,505
"2918","Services","55-59","Male","X2012",845,501
"2919","Services","55-59","Male","X2013",900,512
"2920","Services","55-59","Male","X2014",909,569
"2921","Services","55-59","Male","X2015",973,510
"2922","Services","55-59","Male","X2016",1011,568
"2923","Services","55-59","Male","X2017",969,588
"2924","Services","55-59","Male","X2018",1103,686
"2925","Services","55-59","Male","X2019",1156,695
"2926","Services","60-64","Female","X2011",548,349
"2927","Services","60-64","Female","X2012",516,326
"2928","Services","60-64","Female","X2013",486,355
"2929","Services","60-64","Female","X2014",527,317
"2930","Services","60-64","Female","X2015",533,324
"2931","Services","60-64","Female","X2016",592,381
"2932","Services","60-64","Female","X2017",679,408
"2933","Services","60-64","Female","X2018",722,480
"2934","Services","60-64","Female","X2019",757,496
"2935","Services","60-64","Male","X2011",494,333
"2936","Services","60-64","Male","X2012",522,303
"2937","Services","60-64","Male","X2013",573,333
"2938","Services","60-64","Male","X2014",563,326
"2939","Services","60-64","Male","X2015",619,295
"2940","Services","60-64","Male","X2016",595,421
"2941","Services","60-64","Male","X2017",726,403
"2942","Services","60-64","Male","X2018",742,465
"2943","Services","60-64","Male","X2019",818,484
"2944","Services","65+","Female","X2011",178,123
"2945","Services","65+","Female","X2012",153,106
"2946","Services","65+","Female","X2013",168,117
"2947","Services","65+","Female","X2014",218,133
"2948","Services","65+","Female","X2015",227,148
"2949","Services","65+","Female","X2016",231,180
"2950","Services","65+","Female","X2017",271,161
"2951","Services","65+","Female","X2018",314,209
"2952","Services","65+","Female","X2019",347,235
"2953","Services","65+","Male","X2011",284,144
"2954","Services","65+","Male","X2012",325,145
"2955","Services","65+","Male","X2013",353,167
"2956","Services","65+","Male","X2014",382,203
"2957","Services","65+","Male","X2015",410,210
"2958","Services","65+","Male","X2016",429,198
"2959","Services","65+","Male","X2017",460,243
"2960","Services","65+","Male","X2018",564,264
"2961","Services","65+","Male","X2019",548,307
"2962","Transportation","15-19","Female","X2011",25,14
"2963","Transportation","15-19","Female","X2012",22,6
"2964","Transportation","15-19","Female","X2013",15,9
"2965","Transportation","15-19","Female","X2014",30,11
"2966","Transportation","15-19","Female","X2015",33,7
"2967","Transportation","15-19","Female","X2016",18,10
"2968","Transportation","15-19","Female","X2017",35,20
"2969","Transportation","15-19","Female","X2018",47,19
"2970","Transportation","15-19","Female","X2019",34,21
"2971","Transportation","15-19","Male","X2011",189,76
"2972","Transportation","15-19","Male","X2012",208,67
"2973","Transportation","15-19","Male","X2013",204,75
"2974","Transportation","15-19","Male","X2014",237,72
"2975","Transportation","15-19","Male","X2015",236,76
"2976","Transportation","15-19","Male","X2016",225,84
"2977","Transportation","15-19","Male","X2017",266,78
"2978","Transportation","15-19","Male","X2018",291,104
"2979","Transportation","15-19","Male","X2019",277,101
"2980","Transportation","20-24","Female","X2011",128,49
"2981","Transportation","20-24","Female","X2012",103,56
"2982","Transportation","20-24","Female","X2013",129,49
"2983","Transportation","20-24","Female","X2014",110,64
"2984","Transportation","20-24","Female","X2015",110,51
"2985","Transportation","20-24","Female","X2016",139,47
"2986","Transportation","20-24","Female","X2017",130,82
"2987","Transportation","20-24","Female","X2018",173,111
"2988","Transportation","20-24","Female","X2019",199,89
"2989","Transportation","20-24","Male","X2011",780,308
"2990","Transportation","20-24","Male","X2012",824,315
"2991","Transportation","20-24","Male","X2013",852,307
"2992","Transportation","20-24","Male","X2014",843,275
"2993","Transportation","20-24","Male","X2015",853,243
"2994","Transportation","20-24","Male","X2016",822,281
"2995","Transportation","20-24","Male","X2017",814,353
"2996","Transportation","20-24","Male","X2018",943,389
"2997","Transportation","20-24","Male","X2019",905,358
"2998","Transportation","25-29","Female","X2011",142,68
"2999","Transportation","25-29","Female","X2012",131,71
"3000","Transportation","25-29","Female","X2013",159,72
"3001","Transportation","25-29","Female","X2014",124,80
"3002","Transportation","25-29","Female","X2015",148,64
"3003","Transportation","25-29","Female","X2016",115,80
"3004","Transportation","25-29","Female","X2017",128,99
"3005","Transportation","25-29","Female","X2018",174,96
"3006","Transportation","25-29","Female","X2019",162,123
"3007","Transportation","25-29","Male","X2011",814,363
"3008","Transportation","25-29","Male","X2012",872,385
"3009","Transportation","25-29","Male","X2013",870,348
"3010","Transportation","25-29","Male","X2014",880,375
"3011","Transportation","25-29","Male","X2015",802,328
"3012","Transportation","25-29","Male","X2016",783,339
"3013","Transportation","25-29","Male","X2017",811,374
"3014","Transportation","25-29","Male","X2018",824,423
"3015","Transportation","25-29","Male","X2019",917,391
"3016","Transportation","30-34","Female","X2011",159,85
"3017","Transportation","30-34","Female","X2012",134,80
"3018","Transportation","30-34","Female","X2013",117,88
"3019","Transportation","30-34","Female","X2014",143,86
"3020","Transportation","30-34","Female","X2015",149,58
"3021","Transportation","30-34","Female","X2016",153,80
"3022","Transportation","30-34","Female","X2017",151,98
"3023","Transportation","30-34","Female","X2018",177,100
"3024","Transportation","30-34","Female","X2019",155,98
"3025","Transportation","30-34","Male","X2011",800,384
"3026","Transportation","30-34","Male","X2012",773,373
"3027","Transportation","30-34","Male","X2013",794,355
"3028","Transportation","30-34","Male","X2014",789,364
"3029","Transportation","30-34","Male","X2015",809,324
"3030","Transportation","30-34","Male","X2016",772,357
"3031","Transportation","30-34","Male","X2017",772,360
"3032","Transportation","30-34","Male","X2018",777,384
"3033","Transportation","30-34","Male","X2019",819,402
"3034","Transportation","35-39","Female","X2011",141,96
"3035","Transportation","35-39","Female","X2012",151,78
"3036","Transportation","35-39","Female","X2013",164,95
"3037","Transportation","35-39","Female","X2014",158,90
"3038","Transportation","35-39","Female","X2015",145,88
"3039","Transportation","35-39","Female","X2016",146,107
"3040","Transportation","35-39","Female","X2017",159,97
"3041","Transportation","35-39","Female","X2018",166,113
"3042","Transportation","35-39","Female","X2019",175,100
"3043","Transportation","35-39","Male","X2011",787,473
"3044","Transportation","35-39","Male","X2012",788,441
"3045","Transportation","35-39","Male","X2013",891,384
"3046","Transportation","35-39","Male","X2014",830,379
"3047","Transportation","35-39","Male","X2015",701,307
"3048","Transportation","35-39","Male","X2016",724,338
"3049","Transportation","35-39","Male","X2017",756,350
"3050","Transportation","35-39","Male","X2018",698,419
"3051","Transportation","35-39","Male","X2019",716,388
"3052","Transportation","40-44","Female","X2011",191,111
"3053","Transportation","40-44","Female","X2012",178,124
"3054","Transportation","40-44","Female","X2013",170,107
"3055","Transportation","40-44","Female","X2014",179,107
"3056","Transportation","40-44","Female","X2015",150,93
"3057","Transportation","40-44","Female","X2016",168,104
"3058","Transportation","40-44","Female","X2017",174,85
"3059","Transportation","40-44","Female","X2018",152,110
"3060","Transportation","40-44","Female","X2019",183,123
"3061","Transportation","40-44","Male","X2011",810,527
"3062","Transportation","40-44","Male","X2012",821,462
"3063","Transportation","40-44","Male","X2013",813,417
"3064","Transportation","40-44","Male","X2014",825,412
"3065","Transportation","40-44","Male","X2015",737,381
"3066","Transportation","40-44","Male","X2016",760,425
"3067","Transportation","40-44","Male","X2017",715,379
"3068","Transportation","40-44","Male","X2018",749,366
"3069","Transportation","40-44","Male","X2019",737,428
"3070","Transportation","45-49","Female","X2011",231,122
"3071","Transportation","45-49","Female","X2012",212,109
"3072","Transportation","45-49","Female","X2013",176,110
"3073","Transportation","45-49","Female","X2014",180,102
"3074","Transportation","45-49","Female","X2015",180,92
"3075","Transportation","45-49","Female","X2016",174,94
"3076","Transportation","45-49","Female","X2017",191,118
"3077","Transportation","45-49","Female","X2018",169,120
"3078","Transportation","45-49","Female","X2019",195,130
"3079","Transportation","45-49","Male","X2011",903,577
"3080","Transportation","45-49","Male","X2012",838,584
"3081","Transportation","45-49","Male","X2013",879,536
"3082","Transportation","45-49","Male","X2014",833,464
"3083","Transportation","45-49","Male","X2015",828,425
"3084","Transportation","45-49","Male","X2016",722,449
"3085","Transportation","45-49","Male","X2017",797,437
"3086","Transportation","45-49","Male","X2018",781,468
"3087","Transportation","45-49","Male","X2019",776,451
"3088","Transportation","50-54","Female","X2011",183,132
"3089","Transportation","50-54","Female","X2012",197,123
"3090","Transportation","50-54","Female","X2013",210,124
"3091","Transportation","50-54","Female","X2014",231,113
"3092","Transportation","50-54","Female","X2015",207,95
"3093","Transportation","50-54","Female","X2016",215,121
"3094","Transportation","50-54","Female","X2017",201,131
"3095","Transportation","50-54","Female","X2018",193,133
"3096","Transportation","50-54","Female","X2019",217,145
"3097","Transportation","50-54","Male","X2011",830,533
"3098","Transportation","50-54","Male","X2012",787,527
"3099","Transportation","50-54","Male","X2013",858,526
"3100","Transportation","50-54","Male","X2014",959,590
"3101","Transportation","50-54","Male","X2015",828,484
"3102","Transportation","50-54","Male","X2016",880,505
"3103","Transportation","50-54","Male","X2017",781,504
"3104","Transportation","50-54","Male","X2018",790,523
"3105","Transportation","50-54","Male","X2019",800,471
"3106","Transportation","55-59","Female","X2011",117,66
"3107","Transportation","55-59","Female","X2012",123,69
"3108","Transportation","55-59","Female","X2013",114,68
"3109","Transportation","55-59","Female","X2014",144,94
"3110","Transportation","55-59","Female","X2015",139,69
"3111","Transportation","55-59","Female","X2016",150,98
"3112","Transportation","55-59","Female","X2017",166,100
"3113","Transportation","55-59","Female","X2018",197,122
"3114","Transportation","55-59","Female","X2019",198,133
"3115","Transportation","55-59","Male","X2011",579,423
"3116","Transportation","55-59","Male","X2012",593,411
"3117","Transportation","55-59","Male","X2013",738,450
"3118","Transportation","55-59","Male","X2014",729,464
"3119","Transportation","55-59","Male","X2015",702,429
"3120","Transportation","55-59","Male","X2016",707,495
"3121","Transportation","55-59","Male","X2017",771,454
"3122","Transportation","55-59","Male","X2018",860,511
"3123","Transportation","55-59","Male","X2019",805,542
"3124","Transportation","60-64","Female","X2011",63,37
"3125","Transportation","60-64","Female","X2012",58,30
"3126","Transportation","60-64","Female","X2013",65,32
"3127","Transportation","60-64","Female","X2014",67,43
"3128","Transportation","60-64","Female","X2015",64,49
"3129","Transportation","60-64","Female","X2016",75,61
"3130","Transportation","60-64","Female","X2017",79,61
"3131","Transportation","60-64","Female","X2018",98,72
"3132","Transportation","60-64","Female","X2019",118,83
"3133","Transportation","60-64","Male","X2011",366,278
"3134","Transportation","60-64","Male","X2012",373,268
"3135","Transportation","60-64","Male","X2013",418,286
"3136","Transportation","60-64","Male","X2014",471,318
"3137","Transportation","60-64","Male","X2015",411,285
"3138","Transportation","60-64","Male","X2016",465,313
"3139","Transportation","60-64","Male","X2017",484,313
"3140","Transportation","60-64","Male","X2018",596,382
"3141","Transportation","60-64","Male","X2019",563,412
"3142","Transportation","65+","Female","X2011",13,14
"3143","Transportation","65+","Female","X2012",18,8
"3144","Transportation","65+","Female","X2013",27,19
"3145","Transportation","65+","Female","X2014",34,18
"3146","Transportation","65+","Female","X2015",27,20
"3147","Transportation","65+","Female","X2016",37,21
"3148","Transportation","65+","Female","X2017",36,28
"3149","Transportation","65+","Female","X2018",44,33
"3150","Transportation","65+","Female","X2019",49,35
"3151","Transportation","65+","Male","X2011",185,95
"3152","Transportation","65+","Male","X2012",215,98
"3153","Transportation","65+","Male","X2013",228,136
"3154","Transportation","65+","Male","X2014",277,134
"3155","Transportation","65+","Male","X2015",296,122
"3156","Transportation","65+","Male","X2016",328,160
"3157","Transportation","65+","Male","X2017",381,160
"3158","Transportation","65+","Male","X2018",405,182
"3159","Transportation","65+","Male","X2019",419,233
